"","ID","Pregunta 1 
","Pregunta 2 
","Pregunta 3","Pregunta 32","Pregunta 4","Pregunta 5","Pregunta 6","Pregunta 7","Pregunta 8","Pregunta 9","Pregunta 10","Pregunta 11","Pregunta 12","Barrio Comuna 1","Barrio Comuna 9","Pregunta 13 
","Pregunta 14 
","Pregunta 15 
","Pregunta 16","Ingreso","Pregunta 17","Pregunta 18","Pregunta 19 
","Pregunta 20 
","Pregunta 21 
","Pregunta 22 
","Pregunta 23 
","Pregunta 24 
","Pregunta 25 
","Pregunta 26 
","Pregunta 27 
","Pregunta 28","Pregunta 29 
","Pregunta 30","Pregunta 32 
","Pregunta 33 
","Pregunta 34 
","Pregunta 35 
","Pregunta 36 
","Pregunta 37 
","Pregunta 38","Pregunta 39","Pregunta 40","Pregunta 41 
","Alcohol","Cafeína","Pregunta 43 
","Pregunta 44 
","Pregunta 45 
","Pregunta 46 
","Pregunta 47 
","Pregunta 48 
","Horario","Escenarios o espacios deportivos","Pregunta 50 
","Hongos","Metanfetamina","Implementos","Nicotina","Ayahuasca","Cocaína","Participación comunitaria","Marihuana","Esteroides","Heroína","Capacitación sobre deporte, recreación o salud","Pregunta 51","Popper","Ampliación de oferta","Opiodes","Formador o profesor","Extasis","LSD","Tussi","Otras","Pregunta 52","Pregunta 53","Pregunta 54","IMC"
"184",4541,"Usuario del INDER","De 18 a 28",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Pregrado","Empleado (a)","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","NO",6e+06,"SI","Emocional;Físico;Social;","SI","Por cuenta propia","Tres o más","4;8;","1;6;9;","NO","Con amigos","17;",NA,NA,"1","4 o más","SI","SI","NO","Antes;Durante;Después;","Agua;","NO","Normal",72,170,"8","No consume","Diario","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",24.91
"185",4589,"Usuario del INDER","De 60 o más",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Afrodescendiente, Mulato o Negro","Especialización","Pensionado (a)/Jubilado (a)","2","1","Medellín","9-Buenos Aires ",NA,"La Milagrosa","3","5;","8;","SI",2e+06,"SI","Emocional;Físico;Social;","SI","Dirigida","Dos veces","4;","1;4;10;","NO","Con amigos","3;9;",NA,NA,"2","3","NO","NO","SI","Antes;Durante;Después;","Agua;","NO","Con sobrepeso",70,168,"6","No consume","Diario","SI","SI",NA,"4","4;5;","5;","4","4","Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","3","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",24.8
"186",4736,"Acudiente","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Pregrado","Empleado (a)","2","3","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","12;","8;","NO",1,"SI","Físico;Emocional;","SI","Por cuenta propia","Tres o más","4;7;","1;2;","NO","Solo","9;",NA,NA,"2","3","SI","NO","SI","Durante;Después;","Bebidas hidratantes;Agua;","SI","Normal",80,175,"8","Semanal","No consume","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","NO SÉ",26.12
"187",4744,"Usuario del INDER","De 18 a 28",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Ninguna","Tecnológico","Empleado (a)","2","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","NO",6e+06,"SI","Emocional;Físico;Social;","SI","Por cuenta propia","Dos veces","4;","1;4;","NO","Con amigos","17;",NA,NA,"1","4 o más","SI","SI","NO","Antes;Durante;Después;","Agua;","NO","Normal",80,174,"9","Quincenal","Diario","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",26.42
"188",4831,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Empleado (a)","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",3e+06,"SI","Emocional;Físico;Social;","SI","Dirigida","Dos veces","4;","4;10;","NO","Con pareja/cónyuge/novio(a)","9;",NA,NA,"1","4 o más","SI","SI","SI","Antes;Durante;Después;","Agua;","NO","Con obesidad",100,170,"3","No consume","No consume","SI","SI",NA,"4","4;","9;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",34.6
"189",4893,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Tecnológico","Desempleado (a)","1","2","Medellín","9-Buenos Aires ",NA,"La Milagrosa","3","13;","8;","NO",1e+06,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"1;3;",NA,"9","1","SI","SI","SI","Durante;","Agua;Bebidas hidratantes;","NO","Normal",57,160,"8","No consume","Diario","SI","NO","Por problemas de salud",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"Diario","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",22.27
"190",4928,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Blanco","Técnico","Otra","2","4 o más","Medellín","9-Buenos Aires ",NA,"Alejandro Echevarría","1","13;","8;","NO",1e+07,"SI","Físico;","SI","Por cuenta propia","Tres o más","2;","8;","NO","Solo","15;",NA,NA,"2","3","SI","SI","SI","Después;","Agua;","SI","Normal",60,153,"3","No consume","Diario","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","SI",25.63
"191",4939,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Técnico","Desempleado (a)","2","4 o más","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","SI",1e+06,"SI","Emocional;Físico;Social;","SI","Dirigida","Tres o más","4;","4;","NO","Con la familia","9;",NA,NA,"3","2","SI","SI","SI","Después;","Otras;Agua;","NO","Normal",70,160,"5","No consume","Diario","SI","SI",NA,"2","4;","8;","5","5","Excelente","No consume","No consume","3","No consume","No consume","No consume","5","No consume","No consume","No consume","4","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",27.34
"192",4944,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Blanco","Pregrado","Empleado (a)","1","2","Medellín","9-Buenos Aires ",NA,"La Milagrosa","3","13;","8;","NO",1e+06,"SI","Físico;","SI","Dirigida","Tres o más","4;","4;","NO","Con amigos","9;",NA,NA,"1","3","SI","SI","SI","Durante;Después;","Agua;","SI","Delgado",48,158,"10","Mensual","Diario","SI","SI",NA,"7","4;","8;","5","5","Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","5","SI","No consume","3","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",19.23
"193",4947,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Técnico","Empleado (a)","1","1","Medellín","9-Buenos Aires ",NA,"Caicedo","2","13;","8;","NO",1500000,"SI","Físico;","NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"6","4 o más","SI","SI","NO","Durante;","Bebidas hidratantes;","NO","Delgado",57,163,"4","Mensual","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",21.45
"194",4949,"Acudiente","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Empleado (a)","1","3","Medellín","9-Buenos Aires ",NA,"Cataluña","3","2;","8;","SI",1500000,"SI","Social;Físico;Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;","Acompañamiento de personal del INDER;","2","3","SI","NO","SI","Después;","Agua;","NO","Con sobrepeso",91,171,"8","No consume","No consume","SI","SI",NA,"4","4;","8;","5","3","Buena","No consume","No consume","4","No consume","No consume","No consume","5","No consume","No consume","No consume","4","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",31.12
"195",4970,"No es usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Ninguna","Técnico","Ama de casa / hombre de casa","2","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","1;3;","8;","NO",3e+06,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"8;","Presencia de la Policía;","8","4 o más","NO","NO","NO","Durante;","Agua;","NO","Con sobrepeso",72,157,"5","Mensual","Diario","SI","NO","No me interesa",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",29.21
"196",4975,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"Caicedo","3","5;","8;","NO",400,"SI","Físico;Social;","SI","Ambas","Una vez","4;6;8;","9;","NO","Con amigos","4;",NA,NA,"12","3","NO","NO","SI","Después;","Agua;","NO","Normal",50,150,"7","No consume","No consume","SI","SI",NA,"10","4;5;8;","8;","4","3","Buena","No consume","No consume","4","No consume","No consume","No consume","3","No consume","No consume","No consume","3","NO","No consume","3","No consume","4","No consume","No consume","No consume","No consume","NO SÉ","NO","SI",22.22
"197",4989,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Empleado (a)","2","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",2e+06,"SI","Emocional;","SI","Ambas","Dos veces","4;6;8;","1;2;8;","NO","Con la familia","9;",NA,NA,"8","3","NO","NO","SI","Durante;","Agua;","NO","Normal",58,154,"7","Quincenal","Diario","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","SI",24.46
"198",4994,"Usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Estudiante","Ninguno (a)","3","Medellín","9-Buenos Aires ",NA,"Caicedo","1","13;","8;","SI",1500000,"SI","Emocional;Físico;Social;","SI","Ambas","Tres o más","4;6;8;","4;","SI","Con amigos","2;8;9;",NA,NA,"1","3","SI","NO","SI","Durante;","Agua;Bebidas energizantes;","NO","Normal",60,156,"5","No consume","Semanal","SI","SI",NA,"4","1;","6;","4","4","Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","4","SI","No consume","4","No consume","4","No consume","No consume","No consume","No consume","SI","SI","SI",24.65
"199",5037,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Afrodescendiente, Mulato o Negro","Secundaria","Ama de casa / hombre de casa","3","4 o más","Medellín","9-Buenos Aires ",NA,"Los Cerros El Vergel","2","13;","8;","SI",1200,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"5;",NA,"13","3","SI","SI","SI","Durante;","Agua;","NO","Con sobrepeso",80,168,"5","No consume","Diario","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","NO SÉ",28.34
"200",5055,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Secundaria","Ama de casa / hombre de casa","2","3","Medellín","9-Buenos Aires ",NA,"8 de Marzo","1","2;","8;","SI",1700000,"SI","Emocional;Físico;Social;","SI","Ambas","Tres o más","1;4;8;","4;9;10;","NO","Con la familia","9;",NA,NA,"8","3","SI","SI","SI","Durante;","Agua;","NO","Con obesidad",109,168,"4","No consume","No consume","SI","SI",NA,"5","2;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",38.62
"201",5162,"Usuario del INDER","De 13 a 17","Hombre",NA,NA,NA,"Mestizo","Secundaria","Estudiante","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","4","12;","8;","NO",1200000,"SI","Físico;Emocional;Social;","SI","Ambas","Tres o más","4;8;","1;6;10;","SI","Con amigos","9;",NA,NA,"1","3","NO","NO","SI","Durante;Después;","Agua;","NO","Normal",70,178,"8","Quincenal","Semanal","SI","SI",NA,"4","1;2;3;","3;5;","5","5","Buena","Mensual","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",22.09
"202",5169,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Técnico","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"Salvador","3","1;","8;","NO",1500,"SI","Emocional;Social;Físico;","SI","Ambas","Tres o más","3;4;","4;9;","SI","Con amigos","9;13;",NA,NA,"9","2","NO","NO","SI","Durante;Después;","Agua;Otras;","NO","Normal",67,162,"5","No consume","Diario","SI","SI",NA,"4","4;5;7;","8;","5","3","Buena","No consume","No consume","3","No consume","No consume","No consume","4","No consume","No consume","No consume","4","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",25.53
"203",5185,"Usuario del INDER","De 13 a 17","Hombre",NA,NA,NA,"Mestizo","Secundaria","Estudiante","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","8;","8;","NO",1.3,"SI","Emocional;","SI","Dirigida","Tres o más","4;","10;","NO","Con compañeros de estudio o trabajo","9;",NA,NA,"1","3","SI","NO","SI","Después;","Agua;","NO","Delgado",52,169,"7","No consume","No consume","SI","SI",NA,"6","4;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","4","NO","No consume","3","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",18.21
"204",5188,"Usuario del INDER","De 13 a 17","Hombre",NA,NA,NA,"Mestizo","Secundaria","Estudiante","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"La Milagrosa","2","13;","8;","SI",1400000,"SI","Emocional;Social;","SI","Dirigida","Dos veces","4;","4;6;9;","NO","Con amigos","4;9;15;",NA,NA,"4","3","SI","NO","NO","Después;","Agua;","NO","Delgado",47,170,"5","No consume","No consume","SI","SI",NA,"4","4;","9;","2","4","Buena","No consume","No consume","5","No consume","No consume","No consume","4","No consume","No consume","No consume","4","NO","No consume","3","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",16.26
"205",5193,"Usuario del INDER","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Tecnológico","Empleado (a)","2","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","2","13;","8;","NO",3e+06,"SI","Emocional;Físico;Social;","SI","Ambas","Una vez","4;","9;","NO","Con amigos","17;",NA,NA,"1","3","NO","NO","SI","Después;","Agua;","NO","Delgado",79,170,"8","No consume","Diario","SI","NO","Tengo otras opciones para ello",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",27.34
"206",5237,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Maestría","Empleado (a)","2","4 o más","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","6;","8;","NO",900,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"1;4;",NA,"5","3","SI","SI","SI","Antes;Durante;Después;","Agua;","NO","Normal",76,170,"6","No consume","Semanal","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","NO SÉ",26.3
"207",5326,"Usuario del INDER","De 6 a 12","Hombre",NA,NA,NA,"Blanco","Secundaria","Estudiante","2","2","Medellín","9-Buenos Aires ",NA,"Caicedo","1","2;","8;","NO",500,"SI","Emocional;","SI","Ambas","Dos veces","4;","1;","NO","Con la familia","9;",NA,NA,"1","3","SI","NO","SI","Después;","Agua;","SI","Normal",58,152,"5","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","SI",25.1
"208",5335,"Usuario del INDER","De 13 a 17","Hombre",NA,NA,NA,"Mestizo","Secundaria","Estudiante","2","2","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","SI",1e+06,"SI","Emocional;","SI","Ambas","Tres o más","8;","1;6;10;","NO","Con amigos","9;",NA,NA,"1","4 o más","SI","SI","SI","Después;","Agua;","NO","Normal",62,168,"8","No consume","No consume","SI","SI",NA,"4","1;2;8;","8;","5","5","Excelente","No consume","No consume","5","Quincenal","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",21.97
"209",5376,"Usuario del INDER","De 13 a 17","Mujer",NA,NA,NA,"Mestizo","Secundaria","Estudiante","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"Buenos Aires","2","13;","8;","NO",1e+06,"SI","Emocional;Físico;","SI","Dirigida","Dos veces","4;6;8;","1;8;","NO","Con amigos","4;",NA,NA,"1","3","NO","NO","SI","Durante;Después;","Agua;","NO","Normal",43,151,"10","No consume","Semanal","SI","SI",NA,"5","3;6;8;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",18.86
"210",5377,"Usuario del INDER","De 18 a 28",NA,"Hombre","Gay/Lesbiana (Atracción hacia el mismo sexo)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Tecnológico","Desempleado (a)","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"8 de Marzo","1","8;","8;","NO",1e+06,"SI","Emocional;Físico;Social;","SI","Dirigida","Dos veces","4;8;","4;8;9;","NO","Con amigos","9;",NA,NA,"2","3","NO","SI","SI","Antes;Durante;Después;","Agua;Bebidas hidratantes;","NO","Normal",64,170,"8","Mensual","Quincenal","SI","SI",NA,"2","1;2;3;","5;","3","1","Buena","No consume","No consume","5","No consume","No consume","No consume","2","No consume","No consume","No consume","5","NO","No consume","3","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",22.15
"211",5385,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Blanco","Tecnológico","Ama de casa / hombre de casa","1","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","SI",17,"SI","Social;","SI","Dirigida","Dos veces","4;","1;","NO","Con pareja/cónyuge/novio(a)","9;",NA,NA,"2","4 o más","SI","SI","SI","Durante;","Agua;","NO","Delgado",55,154,"5","Mensual","Diario","SI","SI",NA,"7","4;","5;","5","3","Buena","Quincenal","No consume","3","No consume","No consume","No consume","3","No consume","No consume","No consume","4","NO","No consume","4","No consume","4","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",23.19
"212",5389,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Indígena","Secundaria","Desempleado (a)","1","2","Medellín","9-Buenos Aires ",NA,"Cataluña","2","1;4;","8;","NO",900,"SI","Emocional;Físico;Social;","NO",NA,NA,NA,NA,NA,NA,NA,"3;5;",NA,"4","3","NO","NO","SI","Durante;Después;","Agua;","NO","Con sobrepeso",63,150,"8","No consume","No consume","SI","SI",NA,"6","3;4;5;","8;","5","4","Buena","Mensual","No consume","4","No consume","No consume","No consume",NA,"No consume","No consume","No consume","5","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",28
"213",5390,"Acudiente","De 29 a 59",NA,"Mujer","No deseo responder","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Afrodescendiente, Mulato o Negro","Técnico","Empleado (a)","2","3","Medellín","9-Buenos Aires ",NA,"Caicedo","3","13;","8;","SI",1e+05,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;","Acompañamiento de juntas de acción comunal;","2","3","SI","NO","SI","Durante;","Agua;","NO","Normal",89,170,"4","Mensual","Diario","SI","SI",NA,"4","4;","3;","3","2","Excelente","No consume","No consume","3","No consume","No consume","No consume",NA,"No consume","No consume","No consume","3","SI","No consume","4","No consume","3","No consume","No consume","No consume","No consume","SI","NO","NO",30.8
"214",5402,"Usuario del INDER","De 13 a 17","Hombre",NA,NA,NA,"Blanco","Secundaria","Estudiante","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"Barrios de Jesus","2","8;","8;","NO",500,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;8;",NA,"7","3","NO","NO","SI","Durante;Después;","Agua;","NO","Normal",48,163,"5","No consume","Diario","SI","SI",NA,"4","3;4;8;","8;","5","4","Buena","No consume","No consume","3","No consume","No consume","No consume","4","No consume","No consume","No consume","4","NO","No consume","3","No consume","4","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",18.07
"215",5410,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Pregrado","Ama de casa / hombre de casa","1","2","Medellín","9-Buenos Aires ",NA,"Los Cerros El Vergel","3","13;","8;","NO",2,"SI","Físico;Emocional;Social;","SI","Dirigida","Dos veces","4;8;","1;2;4;","NO","Con la familia","9;",NA,NA,"2","4 o más","NO","NO","SI","Antes;Durante;Después;","Agua;","SI","Normal",50,158,"9","No consume","No consume","SI","SI",NA,"7","2;4;7;","8;","4","3","Por mejorar","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","5","SI","No consume","2","No consume","5","No consume","No consume","No consume","No consume","SI","NO","SI",20.03
"216",5412,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Primaria","Estudiante","1","3","Medellín","9-Buenos Aires ",NA,"La Milagrosa","3","1;","8;","NO",2e+06,"SI","Emocional;Físico;Social;","SI","Dirigida","Dos veces","4;7;","1;","NO","Con la familia","9;",NA,NA,"3","4 o más","SI","NO","SI","Antes;Durante;Después;","Agua;","SI","Con sobrepeso",65,161,"7","No consume","Diario","SI","SI",NA,"4","4;5;8;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","NO","SI",25.08
"217",5413,"Acudiente","De 29 a 59",NA,"Mujer","Otra","Casado(a) ","Blanco","Técnico","Ama de casa / hombre de casa","2","3","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","NO",1e+06,"SI","Físico;","SI","Por cuenta propia","Dos veces","4;","6;","NO","Con la familia","9;",NA,NA,"2","4 o más","SI","NO","NO","Durante;","Bebidas energizantes;","NO","Delgado",59,165,"10","No consume","No consume","SI","SI",NA,"4","8;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","NO","SI",21.67
"218",5420,"Acudiente","De 18 a 28",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Empleado (a)","1","2","Medellín","9-Buenos Aires ",NA,"La Milagrosa","2","13;","8;","NO",500,"SI","Físico;","SI","Dirigida","Tres o más","4;","1;","NO","Con la familia","2;",NA,NA,"1","3","SI","SI","SI","Durante;","Bebidas hidratantes;","NO","Normal",90,192,"8","No consume","Semanal","SI","SI",NA,"7","4;","8;","5","2","Buena","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","NO","NO SÉ",24.41
"219",5421,"Usuario del INDER","De 0 a 5","Hombre",NA,NA,NA,"Ninguna","Primaria","Estudiante","1","1","Medellín","9-Buenos Aires ",NA,"Miraflores","4","13;","8;","NO",4e+07,"SI","Emocional;Físico;Social;","SI","Dirigida","Dos veces","4;","1;","SI","Con amigos","9;",NA,NA,"2","3","SI","NO","SI","Durante;","Agua;","NO","Normal",19.5,110,"6","No consume","No consume","SI","SI",NA,"7","3;","8;","5","4","Buena","No consume","No consume","3","No consume","No consume","No consume","4","No consume","No consume","No consume","5","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",16.12
