"","Lácteos y derivados ","Carnes (res, cerdo, pollo, pescado) ","Cereales (arroz, pasta, avena, quinoa) ","Productos cárnicos (chorizos, salchichas, jamón, morcilla, etc). ","Aceites y grasas (aceite de canola, aceite de oliva, aceite de ajonjolí, aceite de aguacate, aguacate, aceitunas) ","Leguminosas (frijol, garbanzo, lenteja, etc) ","Raíces, tubérculos y plátanos (Arracacha, batata, ñame, yuca, papa) ","Frutas (Banano, borojo, chontaduro, manzana, mango)","Verduras","Comidas rápidas(perro, pizza, hamburguesa,etc) ","Snacks o productos de paquete ","Dulces, postres y golosinas","Gaseosas"
"213","Semanal","Semanal","Semanal","Quincenal","Diario","Semanal","Diario","Semanal","Semanal","No consume","Quincenal","No consume","Semanal"
"214","Quincenal","Semanal","Quincenal","Mensual","Quincenal","Mensual","Semanal","Semanal","Semanal","No consume","No consume","No consume","Mensual"
"215","Diario","Semanal","Diario","Semanal","No consume","Semanal","Diario","Semanal","Diario","Quincenal","Semanal","Mensual","Semanal"
"216","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Quincenal","Semanal","No consume","No consume","No consume","Quincenal"
"217","Diario","Diario","Semanal","No consume","No consume","Semanal","Quincenal","Diario","Diario","No consume","No consume","Mensual","No consume"
"218","Semanal","Semanal","Diario","Semanal","Mensual","Diario","Diario","Semanal","Semanal","Mensual","Quincenal","Semanal","No consume"
"219","Diario","Diario","Semanal","No consume","Semanal","Diario","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"220","Diario","Diario","Semanal","Semanal","Semanal","Quincenal","Semanal","Diario","Semanal","Mensual","No consume","Quincenal","Quincenal"
"221","Semanal","No consume","Semanal","No consume","No consume","Semanal","Semanal","Semanal","Semanal","Mensual","No consume","Mensual","Mensual"
"222","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario"
"223","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","No consume","Diario","Diario","Quincenal","Semanal","Semanal","Diario"
"224","Quincenal","Mensual","Mensual","Quincenal","Diario","Semanal","Semanal","Quincenal","Quincenal","Mensual","Mensual","Mensual","No consume"
"225","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Mensual","Semanal","Diario","Semanal"
"226","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal"
"227","Semanal","No consume","Mensual","Mensual","Mensual","No consume","Quincenal","No consume","Mensual","Mensual","No consume","No consume","No consume"
"228","Semanal","Semanal","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","No consume"
"229","Semanal","Diario","Diario","Quincenal","No consume","Semanal","Diario","Semanal","Semanal","Mensual","No consume","Semanal","Semanal"
"230","Diario","Diario","Semanal","Mensual","Diario","Semanal","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"231","Diario","Diario","Diario","Quincenal","Diario","Semanal","Semanal","Diario","Diario","Mensual","No consume","Mensual","No consume"
"232","Diario","Semanal","Diario","Semanal","No consume","Semanal","No consume","Diario","Diario","Semanal","Quincenal","Quincenal","No consume"
"233","Semanal","Semanal","Diario","Semanal","No consume","Diario","Semanal","Semanal","Semanal","Mensual","Mensual","Mensual","Mensual"
"234","Semanal","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Quincenal"
"235","Semanal","Semanal","Diario","No consume","Diario","Semanal","Diario","Mensual","Diario","No consume","Mensual","Mensual","No consume"
"236","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Mensual","Semanal","Mensual","Mensual"
"237","Semanal","Semanal","Diario","Quincenal","No consume","Semanal","Semanal","Quincenal","Semanal","No consume","No consume","Quincenal","Quincenal"
"238","Semanal","Quincenal","Diario","Quincenal","Diario","Semanal","Semanal","Semanal","Semanal","Mensual","Mensual","Mensual","Mensual"
"239","Diario","Diario","Diario","Quincenal","Diario","Diario","Diario","Diario","Diario","Mensual","Mensual","Semanal","Semanal"
"240","Diario","Semanal","Diario","No consume","Semanal","Semanal","Diario","Diario","Diario","Mensual","No consume","Quincenal","Quincenal"
"241","Diario","Diario","Diario","Quincenal","Diario","Semanal","Semanal","Diario","Diario","Mensual","No consume","Mensual","No consume"
"242","Semanal","Semanal","Semanal","Mensual","Semanal","Semanal","Semanal","Semanal","Semanal","No consume","Mensual","Mensual","No consume"
"243","Diario","Diario","Diario","Semanal","Quincenal","Diario","Diario","Semanal","Diario","Mensual","Quincenal","Quincenal","Semanal"
"244","Diario","Diario","Diario","No consume","Semanal","Semanal","Semanal","Diario","Diario","No consume","No consume","Mensual","No consume"
"245","Diario","Diario","Diario","No consume","Diario","Semanal","Semanal","Diario","Diario","Mensual","Mensual","Mensual","Quincenal"
"246","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Quincenal","Semanal","Semanal"
"247","Diario","Diario","Diario","Semanal","No consume","Semanal","Diario","Semanal","Semanal","Mensual","No consume","Mensual","No consume"
"248","Semanal","Quincenal","Diario","Semanal","Quincenal","Diario","Diario","Semanal","Diario","Mensual","Semanal","Semanal","No consume"
"249","Quincenal","Diario","Diario","Semanal","Mensual","Semanal","Quincenal","Diario","Diario","No consume","No consume","Semanal","Quincenal"
"250","Diario","Diario","Diario","Mensual","Diario","Quincenal","Semanal","Diario","Diario","No consume","No consume","Mensual","No consume"
"251","Semanal","Semanal","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Quincenal","Semanal","Quincenal","Quincenal"
"252","Semanal","Quincenal","Diario","Quincenal","Diario","Quincenal","Semanal","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Semanal"
"253","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Semanal","Quincenal","Diario","Quincenal","Quincenal","Quincenal","Quincenal"
"254","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Mensual","Mensual","Semanal","Quincenal"
"255","Diario","Semanal","Semanal","Quincenal","Diario","Quincenal","Quincenal","Semanal","Semanal","Semanal","Semanal","Quincenal","Quincenal"
"256","Diario","Diario","Diario","Quincenal","Quincenal","Quincenal","Mensual","Diario","Semanal","No consume","No consume","Mensual","No consume"
"257","Semanal","Diario","Diario","Semanal","Quincenal","Semanal","Mensual","Diario","Diario","Mensual","Diario","Mensual","Quincenal"
"258","Mensual","Mensual","Diario","Quincenal","Diario","Semanal","Quincenal","Semanal","Quincenal","Quincenal","No consume","Semanal","Quincenal"
"259","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Mensual","Mensual","Mensual","No consume"
"260","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Quincenal","Quincenal","Quincenal","No consume"
"261","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Quincenal","Semanal","Semanal","Semanal","Quincenal","Semanal","Quincenal"
"262","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"263","Semanal","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Quincenal","Semanal","Semanal","No consume"
"264","Quincenal","Diario","Semanal","Semanal","Mensual","Mensual","Semanal","Mensual","Diario","Semanal","Mensual","Mensual","Mensual"
"265","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario"
"266","Semanal","Quincenal","Diario","No consume","Diario","Semanal","Semanal","Quincenal","Semanal","No consume","No consume","Mensual","No consume"
"267","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","No consume","Semanal","Semanal","No consume"
"268","Diario","Diario","Semanal","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Semanal"
"269","Diario","Semanal","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario","Semanal","Diario","Diario","Semanal"
"270","Diario","Mensual","Semanal","Diario","Mensual","Diario","Semanal","Diario","Diario","No consume","Mensual","Mensual","No consume"
"271","Diario","Diario","Diario","No consume","No consume","Diario","Diario","Semanal","Diario","No consume","No consume","No consume","No consume"
"272","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Diario","Quincenal","Semanal","Mensual","Diario","Diario","Semanal"
"273","Semanal","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Mensual","Mensual","Semanal","Mensual"
"274","Semanal","Diario","Diario","Diario","Diario","Semanal","Quincenal","No consume","Semanal","Quincenal","Semanal","Diario","Diario"
"275","Diario","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Semanal","Quincenal","Diario"
"276","Quincenal","Semanal","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Quincenal","No consume"
"277","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Mensual","Quincenal","Semanal","Mensual"
"278","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"279","Mensual","Quincenal","Diario","Semanal","Diario","Diario","Mensual","Quincenal","Semanal","No consume","No consume","Mensual","Quincenal"
"280","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Mensual","Quincenal","No consume"
"281","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Diario","Semanal"
"282","Semanal","Quincenal","Diario","Semanal","Semanal","Semanal","Quincenal","Quincenal","Semanal","Mensual","No consume","Quincenal","No consume"
"283","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Mensual","Semanal","No consume"
"284","No consume","Diario","Diario","Mensual","No consume","Semanal","Diario","Diario","Diario","Mensual","Mensual","Mensual","No consume"
"285","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Quincenal","Quincenal","Mensual","Semanal"
"286","Diario","Semanal","Semanal","Diario","Diario","Semanal","Quincenal","Quincenal","Semanal","Quincenal","Mensual","Mensual","Semanal"
"287","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"288","Semanal","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Semanal","Quincenal","Quincenal","Quincenal"
"289","Semanal","Diario","Diario","Semanal","Diario","Diario","Semanal","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal"
"290","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Diario","Mensual","Quincenal","Quincenal","Mensual"
"291","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal"
"292","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal"
"293","No consume","Semanal","Diario","Semanal","Semanal","Semanal","No consume","Semanal","Semanal","Mensual","Mensual","Mensual","Mensual"
"294","Diario","Semanal","Diario","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Diario","Quincenal","Mensual","Mensual","Mensual"
"295","Semanal","Quincenal","Diario","No consume","Diario","Diario","Quincenal","Semanal","Quincenal","Mensual","Semanal","Semanal","Quincenal"
"296","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Semanal","Diario","Semanal","Mensual","Quincenal","Mensual","No consume"
"297","No consume","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Diario","No consume","No consume","Mensual","No consume"
"298","Diario","Diario","Semanal","Mensual","Semanal","Semanal","Semanal","Diario","Diario","Mensual","Mensual","Quincenal","Mensual"
"299","Semanal","Semanal","Semanal","Quincenal","Semanal","Semanal","Semanal","Semanal","Semanal","Mensual","Quincenal","Quincenal","Mensual"
"300","Diario","Semanal","Diario","Semanal","Quincenal","Semanal","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal"
"301","Quincenal","Quincenal","Semanal","Mensual","Diario","Semanal","Diario","Semanal","Diario","Mensual","Quincenal","Mensual","Mensual"
"302","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Quincenal","No consume","No consume","Semanal"
"303","Mensual","Semanal","Diario","Semanal","Semanal","Diario","Diario","Semanal","Semanal","No consume","Mensual","Mensual","Quincenal"
"304","Diario","Semanal","Diario","Quincenal","Mensual","Semanal","Diario","Diario","Diario","Mensual","Mensual","No consume","No consume"
"305","Quincenal","Quincenal","Diario","Mensual","Diario","Diario","Mensual","Quincenal","Quincenal","Mensual","No consume","No consume","Mensual"
"306","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal"
"307","Quincenal","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Mensual","No consume","No consume","Mensual"
"308","Diario","Semanal","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Quincenal","Diario"
"309","Diario","Diario","Diario","Semanal","No consume","Semanal","Semanal","Semanal","Diario","Quincenal","No consume","Quincenal","Semanal"
"310","Quincenal","Quincenal","Diario","Quincenal","Semanal","Semanal","Semanal","Semanal","Diario","No consume","No consume","Mensual","No consume"
"311","Diario","Diario","Semanal","Mensual","Diario","Diario","Semanal","Diario","Diario","Mensual","Mensual","Semanal","Quincenal"
"312","Diario","Diario","Diario","Quincenal","Quincenal","Diario","No consume","Diario","Diario","Mensual","No consume","No consume","Mensual"
"313","Semanal","Diario","Diario","Mensual","Semanal","Diario","Semanal","Diario","Diario","No consume","Quincenal","Semanal","No consume"
"314","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal"
"315","Diario","Semanal","Diario","Semanal","Quincenal","Diario","Diario","Diario","Diario","Quincenal","Mensual","Quincenal","Mensual"
"316","Semanal","Quincenal","Semanal","Mensual","Diario","Diario","Semanal","Quincenal","Semanal","Mensual","No consume","Mensual","Mensual"
"317","Diario","Diario","Diario","Quincenal","Diario","Semanal","Diario","Diario","Diario","Mensual","No consume","Mensual","No consume"
"318","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Quincenal","Quincenal"
"319","Diario","Semanal","Diario","Quincenal","No consume","Semanal","Quincenal","Quincenal","Diario","No consume","Mensual","Quincenal","No consume"
